"product_id","product_name","platform","scheduled_date","scheduled_time","timezone","content_type","content_pillar","caption","first_comment","original_url","affiliate_url","affiliate_sub_id","video_script_id","thumbnail_text","hashtags","cta","affiliate_disclosure","media_filename","status","notes"
"SP2","Máy cắt lông xù quần áo SK-877","Facebook","2026-07-11","20:30","Asia/Ho_Chi_Minh","Bài so sánh","So sánh","Trước và sau khi dùng Máy cắt lông xù quần áo SK-877: cạo sạch lông xù, giúp áo len/nỉ trông như mới. Bạn thấy khác nhiều không? Link ở bình luận đầu 👇 xem giá nha","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/4LHaOTsWj9 — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/973419859/26869899852","https://s.shopee.vn/4LHaOTsWj9","facebook / metricool","","Áo len như mới","#maycatlongxu #chamsocquanao #aolen #meovat #lammoiquanao","Link ở bình luận đầu 👇 xem giá nha","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-cat-long-xu-sk877_facebook_bai-so-sanh_v01.jpg","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP2","Máy cắt lông xù quần áo SK-877","Threads","2026-07-12","08:00","Asia/Ho_Chi_Minh","Bài hỏi đáp","Hỏi đáp","Hỏi nhanh: bạn đang gặp cảnh áo len bị vón lông xù trông cũ? Máy cắt lông xù quần áo SK-877 có thể là một lựa chọn (cạo sạch lông xù, giúp áo len/nỉ trông như mới). Cần tư vấn cứ hỏi mình ở comment nha.","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/4LHaOTsWj9 — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/973419859/26869899852","https://s.shopee.vn/4LHaOTsWj9","facebook / metricool","","Áo len như mới","#maycatlongxu #chamsocquanao #aolen #meovat","Link ở bình luận đầu 👇 xem giá nha","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-cat-long-xu-sk877_threads_bai-hoi-dap_v01.jpg","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP2","Máy cắt lông xù quần áo SK-877","Facebook","2026-07-13","12:00","Asia/Ho_Chi_Minh","Bài tổng hợp","Tổng hợp phản hồi","Tổng hợp điểm người mua hay khen ở Máy cắt lông xù quần áo SK-877: cạo sạch lông xù, giúp áo len/nỉ trông như mới. (Dựa trên phản hồi công khai, chưa phải trải nghiệm cá nhân.) Link ở bình luận đầu 👇 xem giá nha","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/4LHaOTsWj9 — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/973419859/26869899852","https://s.shopee.vn/4LHaOTsWj9","facebook / metricool","","Áo len như mới","#maycatlongxu #chamsocquanao #aolen #meovat #lammoiquanao","Link ở bình luận đầu 👇 xem giá nha","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-cat-long-xu-sk877_facebook_bai-tong-hop_v01.jpg","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP2","Máy cắt lông xù quần áo SK-877","TikTok","2026-07-14","20:00","Asia/Ho_Chi_Minh","Video CTA","CTA mua hàng","Máy cắt lông xù quần áo SK-877 đang có giá tốt. Nếu bạn cần cạo sạch lông xù, giúp áo len/nỉ trông như mới, xem thử nhé. Link ở bình luận đầu 👇 xem giá nha","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/4LHaOTsWj9 — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/973419859/26869899852","https://s.shopee.vn/4LHaOTsWj9","facebook / metricool","SP2-VS1","Áo len như mới","#maycatlongxu #chamsocquanao #aolen #meovat #lammoiquanao #shopeefinds #dogiadung #tietkiem","Link ở bình luận đầu 👇 xem giá nha","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-cat-long-xu-sk877_tiktok_video-cta_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP3","Vòi sen tăng áp 7.7cm (hạt lọc nano)","Facebook","2026-07-08","20:00","Asia/Ho_Chi_Minh","Video review","Review","[Review nhanh] Vòi sen tăng áp 7.7cm (hạt lọc nano): tia nước mạnh hơn, lắp 1 phút không cần thợ. Góc nhìn từ thông tin gian hàng & phản hồi người mua (mình chưa trực tiếp dùng). Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/qhiE35qpU — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/154604025/18209090551","https://s.shopee.vn/qhiE35qpU","facebook / metricool","SP3-VS1","Nước yếu thành mạnh","#voisen #voisentangap #nhatam #tangapnuoc #meonhacua","Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","voi-sen-tang-ap-nano_facebook_video-review_v01.mp4","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP3","Vòi sen tăng áp 7.7cm (hạt lọc nano)","TikTok","2026-07-09","12:30","Asia/Ho_Chi_Minh","Video demo","Giải quyết vấn đề","Vòi sen nước yếu tắm lâu? Vòi sen tăng áp 7.7cm (hạt lọc nano) giúp tia nước mạnh hơn, lắp 1 phút không cần thợ. Xem demo thử nhé! Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/qhiE35qpU — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/154604025/18209090551","https://s.shopee.vn/qhiE35qpU","facebook / metricool","SP3-VS2","Nước yếu thành mạnh","#voisen #voisentangap #nhatam #tangapnuoc #meonhacua #shopeefinds #dogiadung #nhatro","Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","voi-sen-tang-ap-nano_tiktok_video-demo_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP3","Vòi sen tăng áp 7.7cm (hạt lọc nano)","Instagram","2026-07-10","21:00","Asia/Ho_Chi_Minh","Reels","Hướng dẫn","Mẹo dùng Vòi sen tăng áp 7.7cm (hạt lọc nano) sao cho tia nước mạnh hơn, lắp 1 phút không cần thợ. Lưu lại dùng dần nha. Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/qhiE35qpU — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/154604025/18209090551","https://s.shopee.vn/qhiE35qpU","facebook / metricool","SP3-VS3","Nước yếu thành mạnh","#voisen #voisentangap #nhatam #tangapnuoc #meonhacua #shopeefinds #dogiadung #nhatro","Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","voi-sen-tang-ap-nano_instagram_reels_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP3","Vòi sen tăng áp 7.7cm (hạt lọc nano)","Facebook","2026-07-11","20:30","Asia/Ho_Chi_Minh","Bài so sánh","So sánh","Trước và sau khi dùng Vòi sen tăng áp 7.7cm (hạt lọc nano): tia nước mạnh hơn, lắp 1 phút không cần thợ. Bạn thấy khác nhiều không? Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/qhiE35qpU — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/154604025/18209090551","https://s.shopee.vn/qhiE35qpU","facebook / metricool","","Nước yếu thành mạnh","#voisen #voisentangap #nhatam #tangapnuoc #meonhacua","Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","voi-sen-tang-ap-nano_facebook_bai-so-sanh_v01.jpg","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP3","Vòi sen tăng áp 7.7cm (hạt lọc nano)","Threads","2026-07-12","08:00","Asia/Ho_Chi_Minh","Bài hỏi đáp","Hỏi đáp","Hỏi nhanh: bạn đang gặp cảnh vòi sen nước yếu tắm lâu? Vòi sen tăng áp 7.7cm (hạt lọc nano) có thể là một lựa chọn (tia nước mạnh hơn, lắp 1 phút không cần thợ). Cần tư vấn cứ hỏi mình ở comment nha.","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/qhiE35qpU — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/154604025/18209090551","https://s.shopee.vn/qhiE35qpU","facebook / metricool","","Nước yếu thành mạnh","#voisen #voisentangap #nhatam #tangapnuoc","Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","voi-sen-tang-ap-nano_threads_bai-hoi-dap_v01.jpg","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP3","Vòi sen tăng áp 7.7cm (hạt lọc nano)","Facebook","2026-07-13","12:00","Asia/Ho_Chi_Minh","Bài tổng hợp","Tổng hợp phản hồi","Tổng hợp điểm người mua hay khen ở Vòi sen tăng áp 7.7cm (hạt lọc nano): tia nước mạnh hơn, lắp 1 phút không cần thợ. (Dựa trên phản hồi công khai, chưa phải trải nghiệm cá nhân.) Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/qhiE35qpU — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/154604025/18209090551","https://s.shopee.vn/qhiE35qpU","facebook / metricool","","Nước yếu thành mạnh","#voisen #voisentangap #nhatam #tangapnuoc #meonhacua","Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","voi-sen-tang-ap-nano_facebook_bai-tong-hop_v01.jpg","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP3","Vòi sen tăng áp 7.7cm (hạt lọc nano)","TikTok","2026-07-14","20:00","Asia/Ho_Chi_Minh","Video CTA","CTA mua hàng","Vòi sen tăng áp 7.7cm (hạt lọc nano) đang có giá tốt. Nếu bạn cần tia nước mạnh hơn, lắp 1 phút không cần thợ, xem thử nhé. Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/qhiE35qpU — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/154604025/18209090551","https://s.shopee.vn/qhiE35qpU","facebook / metricool","SP3-VS1","Nước yếu thành mạnh","#voisen #voisentangap #nhatam #tangapnuoc #meonhacua #shopeefinds #dogiadung #nhatro","Xem giá ở bình luận đầu 👇 (nhớ kiểm tra ren vòi)","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","voi-sen-tang-ap-nano_tiktok_video-cta_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP4","Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt)","Facebook","2026-07-08","20:00","Asia/Ho_Chi_Minh","Video review","Review","[Review nhanh] Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt): nâng laptop ngang tầm mắt, đỡ mỏi cổ, hỗ trợ tản nhiệt. Góc nhìn từ thông tin gian hàng & phản hồi người mua (mình chưa trực tiếp dùng). Link ở bình luận đầu 👇 xem giá & phân loại","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/gOI1k6UAT — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/338344025/3566029986","https://s.shopee.vn/gOI1k6UAT","facebook / metricool","SP4-VS1","Hết mỏi cổ","#giadolaptop #wfh #setupban #congthaihoc #dovanphong","Link ở bình luận đầu 👇 xem giá & phân loại","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","gia-do-laptop-macbox_facebook_video-review_v01.mp4","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP4","Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt)","TikTok","2026-07-09","12:30","Asia/Ho_Chi_Minh","Video demo","Giải quyết vấn đề","Mỏi cổ vai gáy khi cúi nhìn laptop? Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt) giúp nâng laptop ngang tầm mắt, đỡ mỏi cổ, hỗ trợ tản nhiệt. Xem demo thử nhé! Link ở bình luận đầu 👇 xem giá & phân loại","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/gOI1k6UAT — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/338344025/3566029986","https://s.shopee.vn/gOI1k6UAT","facebook / metricool","SP4-VS2","Hết mỏi cổ","#giadolaptop #wfh #setupban #congthaihoc #dovanphong #laptopstand #shopeefinds #sinhvien","Link ở bình luận đầu 👇 xem giá & phân loại","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","gia-do-laptop-macbox_tiktok_video-demo_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP4","Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt)","Instagram","2026-07-10","21:00","Asia/Ho_Chi_Minh","Reels","Hướng dẫn","Mẹo dùng Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt) sao cho nâng laptop ngang tầm mắt, đỡ mỏi cổ, hỗ trợ tản nhiệt. Lưu lại dùng dần nha. Link ở bình luận đầu 👇 xem giá & phân loại","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/gOI1k6UAT — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/338344025/3566029986","https://s.shopee.vn/gOI1k6UAT","facebook / metricool","SP4-VS3","Hết mỏi cổ","#giadolaptop #wfh #setupban #congthaihoc #dovanphong #laptopstand #shopeefinds #sinhvien","Link ở bình luận đầu 👇 xem giá & phân loại","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","gia-do-laptop-macbox_instagram_reels_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
